 -2.5000000000000e-01   -2.5000000000000e-01
 -2.5000000000000e-01    2.5000000000000e-01
  2.5000000000000e-01   -2.5000000000000e-01
  2.5000000000000e-01    2.5000000000000e-01
 -9.9592953635750e-01   -9.0135224148953e-02
 -9.9957844557561e-01   -2.9033283997726e-02
 -9.9945579922855e-01    3.2986451635715e-02
 -9.9553457588268e-01    9.4397604649476e-02
 -9.6487026366527e-01   -2.6272680264816e-01
 -9.7927103291576e-01   -2.0255429879631e-01
 -9.8490859470527e-01   -1.7307530182732e-01
 -9.8946728654484e-01   -1.4475665221161e-01
 -9.9308798950727e-01   -1.1737224055718e-01
 -9.9826221029117e-01   -5.8928432675626e-02
 -9.7038424297037e-01   -4.3742437008950e-02
 -9.9999981798684e-01    6.0438541943533e-04
 -9.6679123202447e-01    4.4693170503022e-02
 -9.9809804808118e-01    6.1646459336996e-02
 -9.7355770689402e-01    7.5503841844011e-02
 -9.9232312802054e-01    1.2367218910449e-01
 -9.6793995854158e-01    1.3626117084111e-01
 -9.8758967667176e-01    1.5705614356422e-01
 -9.8197741775151e-01    1.8899828141763e-01
 -9.7589893240442e-01    2.1822299104409e-01
 -9.6803504543761e-01    2.5081497335883e-01
 -9.3547542873448e-01   -3.5339174049102e-01
 -9.4662704566742e-01   -3.2233094100810e-01
 -9.5562337126616e-01   -2.9459119557408e-01
 -9.3829571210992e-01   -2.7354046875978e-01
 -9.7245910887899e-01   -2.3307355189303e-01
 -9.4993084150350e-01   -2.1204337587738e-01
 -9.5537181405668e-01   -1.7853396518830e-01
 -9.5984496530345e-01   -1.4806772838593e-01
 -9.6873305295283e-01   -1.1494378218901e-01
 -9.4949855104705e-01   -9.3314904324784e-02
 -9.7274899598451e-01   -7.7137093689438e-02
 -9.7031108294181e-01   -1.4260220751897e-02
 -9.7592400135631e-01    1.6772153624104e-02
 -9.3335609343489e-01    4.1252822296558e-02
 -9.6329177168941e-01    1.0504420985121e-01
 -9.4131434048301e-01    1.3458336072741e-01
 -9.6020144054883e-01    1.6764863065120e-01
 -9.4842598098862e-01    1.9785525018652e-01
 -9.6014581294918e-01    2.7949958411990e-01
 -9.3377416947329e-01    2.8849131839194e-01
 -9.5015256438930e-01    3.1178535272530e-01
 -9.3985848698456e-01    3.4156408578104e-01
 -9.1159230301105e-01   -4.1109545474872e-01
 -9.2483800598087e-01   -3.8036122523299e-01
 -9.1972995046105e-01   -3.3001183275280e-01
